"therapy_id","mcid_thres","mean_prop_success","lower_bound","upper_bound"
"Dodakian_2017",6.4,0.3125,0.0833333333333333,0.5
"Dodakian_2017",6.6,0.298333333333333,0.0833333333333333,0.5
"Dodakian_2017",6.8,0.285833333333333,0.0833333333333333,0.5
"Dodakian_2017",7,0.268333333333333,0.0833333333333333,0.5
"Dodakian_2017",7.2,0.255833333333333,0.0833333333333333,0.5
"McCabe_2015",4.2,0.9725,0.833333333333333,1
"McCabe_2015",4.4,0.96,0.833333333333333,1
"McCabe_2015",4.6,0.950833333333333,0.789583333333333,1
"McCabe_2015",4.8,0.9325,0.70625,1
"McCabe_2015",5,0.915,0.70625,1
"McCabe_2015",5.2,0.896666666666667,0.666666666666667,1
"McCabe_2015",5.4,0.878333333333333,0.666666666666667,1
"McCabe_2015",5.6,0.863333333333333,0.622916666666667,1
"McCabe_2015",5.8,0.845833333333333,0.622916666666667,1
"McCabe_2015",6,0.816666666666667,0.5,1
"McCabe_2015",6.2,0.795833333333333,0.5,1
"McCabe_2015",6.4,0.769166666666667,0.45625,1
"McCabe_2015",6.6,0.736666666666667,0.45625,0.960416666666666
"McCabe_2015",6.8,0.684166666666667,0.333333333333333,0.960416666666666
"McCabe_2015",7,0.650833333333333,0.333333333333333,0.960416666666666
"McCabe_2015",7.2,0.616666666666667,0.333333333333333,0.916666666666667
"Ward_2019",4.2,0.999955357142857,1,1
"Ward_2019",4.4,0.999866071428571,0.99765625,1
"Ward_2019",4.6,0.999553571428571,0.995535714285714,1
"Ward_2019",4.8,0.999151785714286,0.995535714285714,1
"Ward_2019",5,0.998571428571429,0.993191964285714,1
"Ward_2019",5.2,0.9978125,0.991071428571429,1
"Ward_2019",5.4,0.99625,0.986607142857143,1
"Ward_2019",5.6,0.993839285714286,0.982142857142857,1
"Ward_2019",5.8,0.990803571428571,0.977678571428571,1
"Ward_2019",6,0.986651785714286,0.973214285714286,0.997879464285714
"Ward_2019",6.2,0.982008928571429,0.96875,0.995535714285714
"Ward_2019",6.4,0.974955357142857,0.955357142857143,0.991071428571429
"Ward_2019",6.6,0.964910714285714,0.939620535714286,0.986607142857143
"Ward_2019",6.8,0.950982142857143,0.919642857142857,0.973214285714286
"Ward_2019",7,0.933660714285714,0.90390625,0.959821428571429
"Ward_2019",7.2,0.911428571428571,0.868191964285714,0.941964285714286
